,Id,MSZoning,LotArea,Street,Alley,LotShape,Utilities,LandSlope,Neighborhood,BldgType,YearBuilt,RoofStyle,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageArea,GarageQual,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SalePrice
723,723,RL,8120,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1970,Gable,CBlock,TA,864,Ex,Y,864,0,864,0,0,1,0,3,1,TA,5,0,,Detchd,2,463,TA,0,0,,,,2009,124500
724,724,RL,8172,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1954,Gable,PConc,TA,941,Ex,Y,997,473,1470,0,0,2,0,4,1,TA,7,0,,Detchd,1,548,TA,0,0,,,,2008,135000
725,725,RL,13286,Pave,,IR1,AllPub,Gtl,Edwards,1Fam,2007,Hip,PConc,Ex,1698,Ex,Y,1698,0,1698,1,0,2,0,3,1,Ex,8,1,Gd,Attchd,3,768,TA,327,0,,,,2009,320000
726,726,RL,6960,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1970,Gable,CBlock,TA,864,TA,Y,864,0,864,0,0,1,0,3,1,Gd,5,0,,Detchd,2,660,TA,96,0,,,Shed,2009,120500
727,727,RL,21695,Pave,,IR1,AllPub,Gtl,Crawfor,1Fam,1988,Hip,CBlock,Gd,880,Ex,Y,1680,0,1680,1,0,2,0,3,1,Gd,5,1,Gd,Attchd,2,540,TA,292,0,,,,2009,222000
728,728,RL,7314,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2007,Gable,PConc,Gd,1232,Ex,Y,1232,0,1232,1,0,2,0,2,1,Gd,6,0,,Attchd,2,632,TA,132,0,,,,2009,194500
729,729,RL,11475,Pave,,Reg,AllPub,Gtl,NAmes,Duplex,1958,Gable,CBlock,TA,1584,TA,Y,1776,0,1776,1,0,2,0,4,2,TA,9,0,,Detchd,3,888,TA,0,0,,,,2009,110000
730,730,RM,6240,Pave,Grvl,Reg,AllPub,Gtl,IDOTRR,1Fam,1925,Gable,CBlock,TA,780,TA,Y,848,0,1208,0,0,1,0,2,1,TA,5,0,,Detchd,2,539,TA,0,0,,,,2009,103000
731,731,RL,5389,Pave,,IR1,AllPub,Gtl,StoneBr,TwnhsE,1995,Gable,PConc,Gd,1595,Ex,Y,1616,0,1616,1,0,2,0,2,1,Gd,5,1,TA,Attchd,2,608,TA,237,0,,,,2010,236500
732,732,RL,9590,Pave,,IR1,AllPub,Gtl,Timber,1Fam,2003,Gable,PConc,Ex,868,Ex,Y,1146,0,1146,1,0,2,0,3,1,Gd,6,1,Gd,Attchd,2,438,TA,160,0,,,,2007,187500
733,733,RL,11404,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1998,Gable,PConc,Gd,1153,Ex,Y,1153,878,2031,0,0,2,1,3,1,Gd,8,1,TA,Attchd,2,541,TA,192,0,,,,2008,222500
734,734,RL,10000,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1961,Hip,CBlock,TA,864,Ex,Y,1144,0,1144,1,0,1,0,3,1,TA,6,1,TA,Attchd,1,264,TA,165,0,,GdWo,Shed,2009,131400
735,735,RL,8978,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1968,Gable,PConc,TA,948,TA,Y,948,0,948,0,0,1,0,3,1,TA,6,0,,Attchd,1,300,TA,147,0,,,,2007,108000
736,736,RM,10800,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1914,Gable,BrkTil,Gd,880,Fa,N,880,888,1768,0,0,1,1,2,1,TA,6,2,TA,Detchd,2,320,TA,0,0,,,,2006,163000
737,737,RL,8544,Pave,,Reg,AllPub,Gtl,NAmes,Duplex,1950,Gable,CBlock,,0,Gd,N,1040,0,1040,0,0,2,0,2,2,TA,6,0,,Detchd,2,400,TA,0,0,,,,2006,93500
738,738,RL,10463,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2005,Gable,PConc,Gd,893,Ex,Y,901,900,1801,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,3,800,TA,0,0,,,,2006,239900
739,739,RL,10800,Pave,,Reg,AllPub,Gtl,Edwards,Duplex,1987,Gable,CBlock,Gd,1200,TA,Y,1200,0,1200,3,0,3,0,3,1,TA,5,0,,,0,0,,120,0,,,,2009,179000
740,740,RL,9313,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2004,Gable,PConc,Gd,864,Ex,Y,864,864,1728,0,0,2,1,3,1,Gd,7,0,,Attchd,2,572,TA,187,0,,,,2009,190000
741,741,RM,9600,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1910,Gable,BrkTil,Fa,264,Ex,Y,768,664,1432,0,0,2,0,2,1,TA,7,0,,Detchd,2,360,TA,270,0,,GdPrv,,2007,132000
742,742,RL,6768,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1961,Hip,CBlock,TA,912,Gd,Y,912,0,912,1,1,1,0,3,1,Gd,5,0,,Detchd,1,288,TA,168,0,,GdPrv,,2008,142000
743,743,RL,8450,Pave,,Reg,AllPub,Gtl,SawyerW,1Fam,2000,Gable,PConc,Gd,1349,Ex,Y,1349,0,1349,0,0,2,0,3,1,TA,6,0,,Attchd,2,539,TA,120,0,,GdPrv,,2007,179000
744,744,RL,12886,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1963,Gable,CBlock,Gd,520,Ex,Y,1464,0,1464,0,1,2,0,3,1,TA,6,1,TA,Attchd,2,480,TA,302,0,,,,2009,175000
745,745,RL,5395,Pave,,IR1,AllPub,Gtl,StoneBr,TwnhsE,1993,Gable,PConc,Gd,1337,Gd,Y,1337,0,1337,1,0,2,0,2,1,Gd,5,1,TA,Attchd,2,462,TA,96,0,,,,2008,180000
746,746,RL,8963,Pave,,IR1,AllPub,Gtl,NWAmes,1Fam,1976,Hip,CBlock,TA,1142,Ex,Y,1175,1540,2715,0,1,3,1,4,1,Gd,11,2,TA,BuiltIn,2,831,TA,0,0,,,,2008,299800
747,747,RL,8795,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2000,Gable,PConc,Gd,952,Ex,Y,980,1276,2256,0,0,2,1,4,1,Gd,8,1,TA,BuiltIn,2,554,TA,224,0,,,,2009,236000
748,748,RM,11700,Pave,Pave,IR1,AllPub,Gtl,OldTown,1Fam,1880,Mansard,Stone,TA,1240,TA,N,1320,1320,2640,0,0,1,1,4,1,Gd,8,1,Gd,Detchd,4,864,TA,181,0,,,,2009,265979
749,749,RL,10593,Pave,,IR1,AllPub,Gtl,NoRidge,1Fam,1996,Hip,PConc,Gd,1720,Ex,Y,1720,0,1720,1,0,2,0,3,1,Gd,7,1,TA,Attchd,2,527,TA,240,0,,,,2010,260400
750,750,RL,8405,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1945,Gable,Slab,,0,TA,N,1088,441,1529,0,0,2,0,4,1,TA,9,0,,Detchd,1,240,TA,92,0,,,,2009,98000
751,751,RM,8800,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1910,Gable,BrkTil,TA,576,Gd,Y,792,348,1140,0,0,1,0,3,1,TA,7,0,,,0,0,,0,0,,,,2010,96500
752,752,RL,7750,Pave,,Reg,AllPub,Gtl,Gilbert,1Fam,2003,Gable,PConc,Gd,660,Ex,Y,660,660,1320,0,0,2,1,3,1,Gd,6,0,,Attchd,2,400,TA,0,0,,,,2007,162000
753,753,RL,9236,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1997,Gable,PConc,Gd,1479,Ex,Y,1494,0,1494,1,0,2,0,3,1,Gd,6,0,,Attchd,2,576,TA,168,0,,,,2006,217000
754,754,RL,10240,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2005,Gable,PConc,Gd,1030,Gd,Y,1038,1060,2098,0,0,2,1,3,1,Ex,8,1,Gd,Attchd,3,878,TA,192,0,,,,2006,275500
755,755,RL,7930,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1969,Gable,CBlock,TA,1026,Gd,Y,1026,0,1026,1,0,1,0,3,1,Gd,5,0,,Detchd,2,440,TA,171,0,,,,2009,156000
756,756,FV,3230,Pave,Pave,Reg,AllPub,Gtl,Somerst,TwnhsE,1999,Gable,PConc,Gd,729,Gd,Y,742,729,1471,0,0,2,1,3,1,TA,6,0,,Detchd,2,440,TA,0,0,,,,2009,172500
757,757,RL,10769,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2007,Gable,PConc,Gd,866,Ex,Y,866,902,1768,0,0,2,1,3,1,Gd,7,0,,Attchd,2,578,TA,144,0,,,,2009,212000
758,758,RL,11616,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1978,Hip,CBlock,TA,672,TA,Y,672,714,1386,0,0,2,1,3,1,TA,6,1,TA,Attchd,2,440,TA,335,0,,GdPrv,,2010,158900
759,759,FV,2280,Pave,Pave,Reg,AllPub,Gtl,Somerst,Twnhs,1999,Gable,PConc,Gd,744,Gd,Y,757,744,1501,0,0,2,1,3,1,TA,6,0,,Detchd,2,440,TA,0,0,,,,2008,179400
760,760,RL,12257,Pave,,IR1,AllPub,Gtl,NoRidge,1Fam,1995,Gable,PConc,Gd,1318,Ex,Y,1328,1203,2531,0,0,2,1,4,1,Gd,9,1,TA,Attchd,3,752,TA,222,0,,,,2007,290000
761,761,RL,9100,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1959,Hip,CBlock,TA,864,Ex,Y,864,0,864,0,0,1,0,2,1,TA,5,0,,Detchd,1,300,Ex,0,0,,,Shed,2009,127500
762,762,RM,6911,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1924,Gable,PConc,TA,1145,TA,Y,1301,0,1301,0,0,1,0,2,1,Fa,5,0,,Detchd,2,440,TA,0,0,,,,2009,100000
763,763,FV,8640,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2009,Gable,PConc,Gd,756,Ex,Y,764,783,1547,0,0,2,1,3,1,Gd,7,0,,Attchd,2,614,TA,169,0,,,,2010,215200
764,764,RL,9430,Pave,,Reg,AllPub,Gtl,NoRidge,1Fam,1999,Gable,PConc,Gd,1252,Ex,Y,1268,1097,2365,1,0,2,1,3,1,Gd,8,1,Gd,Attchd,3,856,TA,0,0,,,,2009,337000
765,765,RL,9549,Pave,,IR1,AllPub,Gtl,Veenker,TwnhsE,1995,Hip,PConc,Gd,1494,Ex,Y,1494,0,1494,1,0,1,1,2,1,Ex,6,1,Gd,Attchd,2,481,TA,0,0,,,,2006,270000
766,766,RL,14587,Pave,,IR1,AllPub,Gtl,Somerst,1Fam,2008,Gable,PConc,Gd,1498,Ex,Y,1506,0,1506,0,0,2,0,2,1,Ex,6,1,Gd,Attchd,2,592,TA,0,0,,,,2008,264132
767,767,RL,10421,Pave,,Reg,AllPub,Gtl,NWAmes,1Fam,1988,Gable,CBlock,Gd,980,TA,Y,980,734,1714,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,496,TA,228,0,,MnPrv,Shed,2010,196500
768,768,RL,12508,Pave,,IR1,AllPub,Gtl,Mitchel,1Fam,1940,Gable,CBlock,Gd,983,Ex,Y,983,767,1750,1,0,2,0,4,1,TA,7,0,,Attchd,1,423,TA,245,0,,,Shed,2008,160000
769,769,RL,9100,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2004,Hip,PConc,Gd,1860,Ex,Y,1836,0,1836,0,0,2,0,3,1,Gd,8,1,Gd,Attchd,2,484,TA,120,0,,,,2006,216837
770,770,RL,53504,Pave,,IR2,AllPub,Mod,StoneBr,1Fam,2003,Hip,PConc,Gd,1650,Ex,Y,1690,1589,3279,1,0,3,1,4,1,Ex,12,1,Gd,BuiltIn,3,841,TA,503,0,,,,2010,538000
771,771,RL,7252,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1982,Hip,CBlock,Gd,858,TA,Y,858,0,858,1,0,1,0,2,1,TA,5,0,,Detchd,2,576,TA,120,0,,,,2009,134900
772,772,RL,8877,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1951,Gable,CBlock,Fa,836,TA,Y,1220,0,1220,0,0,1,0,2,1,TA,6,0,,Detchd,2,396,TA,0,0,,,,2006,102000
773,773,RL,7819,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1976,Gable,CBlock,TA,1029,TA,Y,1117,0,1117,1,0,1,0,3,1,TA,6,1,TA,Detchd,2,672,TA,144,0,,MnPrv,,2010,107000
774,774,RL,10150,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1958,Gable,CBlock,TA,912,Ex,Y,912,0,912,0,0,1,0,2,1,TA,5,0,,Attchd,1,275,TA,0,0,,,,2007,114500
775,775,RL,14226,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2006,Hip,PConc,Gd,1935,Gd,Y,1973,0,1973,0,0,2,0,3,1,Gd,9,1,Gd,Attchd,3,895,TA,315,0,,,,2007,395000
776,776,RM,4500,Pave,,Reg,AllPub,Gtl,Mitchel,TwnhsE,1998,Hip,PConc,Ex,1204,Ex,Y,1204,0,1204,1,0,2,0,2,1,TA,5,0,,Attchd,2,412,TA,0,0,,,,2009,162000
777,777,RL,11210,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2005,Gable,PConc,Gd,1614,Ex,Y,1614,0,1614,0,0,2,0,3,1,Gd,7,0,,Attchd,3,865,TA,144,0,,,,2006,221500
778,778,RL,13350,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1974,Hip,CBlock,TA,864,TA,Y,894,0,894,1,0,1,0,3,1,TA,5,1,Fa,Attchd,2,440,TA,241,0,,MnPrv,,2006,142500
779,779,RH,8400,Pave,,Reg,AllPub,Gtl,SawyerW,Duplex,1977,Gable,Slab,,0,TA,Y,2020,0,2020,0,0,2,0,4,2,TA,10,2,TA,Detchd,2,630,TA,0,0,,,,2007,144000
780,780,RL,10530,Pave,,Reg,AllPub,Gtl,Mitchel,Duplex,1977,Gable,CBlock,Gd,975,TA,Y,1004,0,1004,1,0,1,0,2,1,TA,4,0,,Attchd,2,504,TA,0,0,,,,2006,135000
781,781,RL,7875,Pave,,Reg,AllPub,Gtl,Gilbert,1Fam,1995,Gable,PConc,Gd,1237,Gd,Y,1253,0,1253,0,0,2,0,3,1,TA,6,1,TA,Attchd,2,402,TA,220,0,,,,2007,176000
782,782,RL,7153,Pave,,Reg,AllPub,Gtl,SawyerW,1Fam,1992,Gable,PConc,Gd,761,Ex,Y,810,793,1603,0,0,2,1,3,1,Gd,7,0,,Attchd,2,484,TA,0,0,,,,2006,175900
783,783,RL,16285,Pave,,IR2,AllPub,Gtl,CollgCr,1Fam,2001,Gable,PConc,Gd,1413,Ex,Y,1430,0,1430,0,0,2,0,3,1,Gd,6,0,,Attchd,2,605,TA,0,0,,,,2009,187100
784,784,RL,9101,Pave,,IR1,AllPub,Gtl,Mitchel,1Fam,1978,Gable,PConc,Gd,1097,Ex,Y,1110,0,1110,1,0,1,0,1,1,Gd,4,1,TA,Attchd,2,602,TA,303,0,,,,2009,165500
785,785,RM,6300,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1914,Gable,CBlock,TA,742,Ex,Y,742,742,1484,0,0,2,0,3,1,TA,9,1,Gd,,0,0,,0,0,,,,2008,128000
786,786,RL,9790,Pave,,Reg,AllPub,Gtl,NWAmes,1Fam,1967,Gable,CBlock,TA,1372,TA,Y,1342,0,1342,0,0,2,0,3,1,TA,7,1,Gd,Attchd,2,457,TA,0,0,,,,2009,161500
787,787,RM,10800,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1915,Gable,PConc,Fa,686,TA,Y,966,686,1652,1,0,2,0,4,1,TA,7,0,,Detchd,1,416,TA,0,0,,,Shed,2010,139000
788,788,RL,10142,Pave,,IR1,AllPub,Gtl,SawyerW,1Fam,2004,Gable,PConc,Gd,956,Ex,Y,956,1128,2084,1,0,2,1,4,1,Gd,8,0,,BuiltIn,2,618,TA,0,0,,,,2010,233000
789,789,RM,6000,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1954,Gable,CBlock,TA,901,Ex,Y,901,0,901,0,0,1,0,2,1,TA,4,0,,Detchd,1,281,Fa,0,0,,,,2008,107900
790,790,RL,12205,Pave,,IR1,AllPub,Gtl,ClearCr,1Fam,1966,Gable,CBlock,TA,832,Gd,Y,976,1111,2087,0,0,2,1,5,1,Gd,9,0,,Attchd,2,444,TA,133,0,,,,2007,187500
791,791,RL,3182,Pave,,Reg,AllPub,Gtl,Blmngtn,TwnhsE,2005,Gable,PConc,Gd,1145,Ex,Y,1145,0,1145,0,0,2,0,2,1,Gd,5,1,Gd,Attchd,2,397,TA,100,0,,,,2009,160200
792,792,RL,11333,Pave,,IR1,AllPub,Gtl,Mitchel,1Fam,1976,Gable,PConc,Gd,1029,TA,Y,1062,0,1062,1,0,1,0,3,1,TA,5,2,TA,Attchd,2,539,TA,120,0,,,,2007,146800
793,793,RL,9920,Pave,,IR1,AllPub,Gtl,NoRidge,1Fam,1996,Gable,PConc,Gd,1117,Ex,Y,1127,886,2013,1,0,2,1,3,1,TA,8,1,TA,Attchd,2,455,TA,180,0,,,,2007,269790
794,794,RL,9158,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2007,Gable,PConc,Gd,1496,Ex,Y,1496,0,1496,0,0,2,0,3,1,Gd,7,0,,Attchd,2,474,TA,168,0,,,,2007,225000
795,795,RL,10832,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,1994,Gable,PConc,Gd,712,Ex,Y,1086,809,1895,0,0,2,1,3,1,Gd,7,1,TA,Attchd,2,409,TA,143,0,,,Shed,2008,194500
796,796,RL,8400,Pave,,Reg,AllPub,Gtl,SawyerW,1Fam,1980,Gable,CBlock,Gd,650,TA,Y,888,676,1564,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,476,TA,0,0,,MnPrv,,2010,171000
797,797,RL,8197,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1977,Gable,CBlock,TA,660,Ex,Y,1285,0,1285,0,0,1,1,3,1,TA,7,1,TA,Attchd,2,528,TA,138,0,,MnPrv,,2007,143500
798,798,RL,7677,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1953,Gable,CBlock,TA,773,Gd,Y,773,0,773,0,0,1,0,2,1,TA,4,0,,Attchd,1,240,TA,0,0,,,,2008,110000
799,799,RL,13518,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2008,Hip,PConc,Ex,1926,Ex,Y,1966,1174,3140,0,0,3,1,4,1,Ex,11,2,Gd,BuiltIn,3,820,TA,144,0,,,,2009,485000
800,800,RL,7200,Pave,,Reg,AllPub,Gtl,SWISU,1Fam,1937,Gable,BrkTil,Gd,731,Ex,Y,981,787,1768,1,0,1,1,3,1,Gd,7,2,TA,Detchd,1,240,TA,0,0,,MnPrv,,2007,175000
801,801,RL,12798,Pave,,IR1,AllPub,Mod,ClearCr,1Fam,1997,Gable,PConc,Gd,616,Gd,Y,616,1072,1688,1,0,2,1,4,1,Gd,8,0,,Attchd,2,603,TA,403,0,,,Shed,2008,200000
802,802,RM,4800,Pave,,Reg,AllPub,Gtl,IDOTRR,1Fam,1916,Gable,CBlock,TA,1196,Ex,Y,1196,0,1196,1,0,1,0,2,1,TA,5,0,,Detchd,2,440,TA,0,0,,,,2007,109900
803,803,RL,8199,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2005,Gable,PConc,Gd,728,Ex,Y,728,728,1456,1,0,2,1,3,1,Gd,7,1,Gd,Attchd,2,410,TA,36,0,,,,2008,189000
804,804,RL,13891,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2008,Hip,PConc,Ex,1734,Ex,Y,1734,1088,2822,0,0,3,1,4,1,Ex,12,1,Gd,BuiltIn,3,1020,TA,52,0,,,,2009,582933
805,805,RL,9000,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1954,Gable,CBlock,TA,936,TA,Y,1128,0,1128,0,0,1,0,2,1,TA,5,0,,Attchd,1,286,TA,0,0,,GdWo,,2006,118000
806,806,RL,12274,Pave,,IR1,AllPub,Gtl,Somerst,1Fam,2008,Gable,PConc,Gd,1417,Ex,Y,1428,0,1428,0,0,2,0,3,1,Ex,6,0,,Attchd,2,554,TA,0,0,,,,2008,227680
807,807,RL,9750,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1967,Gable,PConc,TA,980,Gd,Y,980,0,980,0,0,2,0,3,1,TA,6,0,,Attchd,1,384,TA,68,0,,,,2006,135500
808,808,RL,21384,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1923,Gable,CBlock,TA,1324,Ex,Y,1072,504,1576,2,0,1,1,3,1,Gd,6,1,TA,Attchd,2,528,TA,0,0,,,,2009,223500
809,809,RL,13400,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1966,Gable,CBlock,TA,1024,TA,Y,1086,0,1086,1,0,1,0,3,1,TA,6,1,Gd,Attchd,2,484,TA,0,0,,GdWo,,2006,159950
810,810,RM,8100,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1898,Hip,PConc,TA,849,TA,N,1075,1063,2138,0,0,2,0,2,3,TA,11,0,,Detchd,2,360,Fa,40,0,,MnPrv,,2009,106000
811,811,RL,10140,Pave,,Reg,AllPub,Gtl,NWAmes,1Fam,1974,Hip,CBlock,TA,1040,Fa,Y,1309,0,1309,1,0,1,1,3,1,Gd,5,1,Fa,Attchd,2,484,TA,265,648,Fa,GdPrv,,2006,181000
812,812,RM,4438,Pave,,Reg,AllPub,Gtl,CollgCr,TwnhsE,2004,Gable,PConc,Gd,848,Ex,Y,848,0,848,1,0,1,0,1,1,Gd,4,1,Gd,Attchd,2,420,TA,140,0,,,,2008,144500
813,813,C (all),8712,Grvl,,Reg,AllPub,Mod,IDOTRR,1Fam,1952,Hip,CBlock,TA,540,TA,N,1044,0,1044,0,0,1,0,2,1,Fa,4,0,,Basment,2,504,TA,0,0,,,Shed,2010,55993
814,814,RL,9750,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1958,Gable,CBlock,TA,1442,Gd,Y,1442,0,1442,0,0,1,1,4,1,TA,7,0,,Attchd,1,301,TA,0,0,,,Shed,2007,157900
815,815,RL,8248,Pave,Grvl,Reg,AllPub,Gtl,Edwards,1Fam,1918,Gable,BrkTil,TA,686,Gd,Y,686,564,1250,0,1,1,1,3,1,Fa,7,0,,Detchd,1,280,TA,207,0,,,,2006,116000
816,816,RL,12137,Pave,,IR2,AllPub,Gtl,CollgCr,1Fam,1998,Gable,PConc,Gd,1649,Ex,Y,1661,0,1661,0,0,2,0,3,1,Gd,6,0,,Attchd,2,598,TA,0,0,,,,2010,224900
817,817,RL,11425,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1954,Gable,CBlock,TA,1008,Gd,Y,1008,0,1008,0,0,1,0,2,1,TA,4,1,Gd,Attchd,1,275,TA,0,0,,,,2006,137000
818,818,RL,13265,Pave,,IR1,AllPub,Gtl,Mitchel,1Fam,2002,Hip,PConc,Gd,1568,Ex,Y,1689,0,1689,1,0,2,0,3,1,Gd,7,2,Gd,Attchd,3,857,TA,150,0,,,,2008,271000
819,819,RL,8816,Pave,,Reg,AllPub,Gtl,ClearCr,1Fam,1971,Gable,CBlock,TA,1010,Gd,Y,1052,0,1052,1,0,1,0,3,1,TA,6,0,,Attchd,2,440,TA,0,0,,MnPrv,,2010,155000
820,820,RL,6371,Pave,,IR1,AllPub,Gtl,NridgHt,TwnhsE,2009,Gable,PConc,Gd,1358,Ex,Y,1358,0,1358,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2,484,TA,192,0,,,,2010,224000
821,821,RL,7226,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2003,Gable,PConc,Gd,798,Ex,Y,798,842,1640,0,0,2,1,3,1,Gd,6,0,,Attchd,2,595,TA,0,0,,,,2008,183000
822,822,RM,6000,Pave,Pave,Reg,AllPub,Mod,OldTown,2fmCon,1953,Gable,CBlock,Fa,936,TA,N,936,0,936,0,0,1,0,2,1,TA,4,0,,Detchd,2,576,TA,0,0,,,,2009,93000
823,823,RL,12394,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2003,Gable,PConc,Gd,847,Ex,Y,847,886,1733,0,0,2,1,3,1,Gd,7,1,Gd,BuiltIn,2,433,TA,100,0,,,,2007,225000
824,824,RL,9900,Pave,,Reg,AllPub,Gtl,SWISU,1Fam,1940,Gable,BrkTil,TA,778,TA,Y,944,545,1489,0,0,2,0,3,1,TA,7,1,Gd,Detchd,1,240,TA,335,0,,GdWo,,2009,139500
825,825,FV,11216,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2006,Gable,PConc,Gd,1489,Ex,Y,1489,0,1489,0,0,2,0,3,1,Gd,7,1,Gd,Attchd,2,776,TA,0,0,,,,2006,232600
826,826,RL,14803,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2007,Hip,PConc,Ex,2078,Ex,Y,2084,0,2084,1,0,2,0,2,1,Ex,7,1,Gd,Attchd,3,1220,TA,188,0,,,,2008,385000
827,827,RM,6130,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1924,Gable,BrkTil,TA,784,Gd,Y,784,0,784,1,0,1,0,2,1,Gd,5,0,,,0,0,,0,0,,,,2008,109500
828,828,RL,8529,Pave,,IR1,AllPub,Gtl,SawyerW,1Fam,2001,Gable,PConc,Gd,1454,Ex,Y,1434,0,1434,0,0,2,0,3,1,Gd,6,1,TA,Attchd,2,527,TA,290,0,,,,2009,189000
829,829,RL,28698,Pave,,IR2,AllPub,Sev,ClearCr,1Fam,1967,Flat,PConc,TA,1013,TA,Y,1160,966,2126,0,1,2,1,3,1,TA,7,0,,Attchd,2,538,TA,486,0,,,,2009,185000
830,830,FV,2544,Pave,Pave,Reg,AllPub,Gtl,Somerst,Twnhs,2005,Gable,PConc,Gd,600,Ex,Y,520,623,1223,0,0,2,1,2,1,Gd,4,0,,Detchd,2,480,TA,0,0,,,,2006,147400
831,831,RL,11900,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1957,Gable,CBlock,TA,1392,TA,Y,1392,0,1392,1,0,1,1,3,1,TA,6,2,Gd,Attchd,2,458,TA,0,0,,,,2008,166000
832,832,FV,3180,Pave,Pave,Reg,AllPub,Gtl,Somerst,TwnhsE,2005,Gable,PConc,Gd,600,Ex,Y,520,600,1200,0,0,2,1,2,1,Gd,4,0,,Detchd,2,480,TA,0,0,,,,2006,151000
833,833,RL,9548,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2003,Gable,PConc,Gd,941,Ex,Y,941,888,1829,1,0,2,1,3,1,Gd,7,1,TA,Attchd,2,613,TA,192,0,,,,2010,237000
834,834,RL,10004,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1964,Gable,CBlock,TA,1516,TA,Y,1516,0,1516,0,0,1,1,3,1,TA,6,0,,Attchd,2,472,TA,0,0,,,,2009,167000
835,835,RL,7875,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1961,Gable,CBlock,TA,1144,Gd,Y,1144,0,1144,1,0,1,0,3,1,TA,6,0,,Attchd,2,456,TA,0,0,,GdWo,,2008,139950
836,836,RL,9600,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1950,Gable,CBlock,Gd,1067,TA,Y,1067,0,1067,0,0,2,0,2,1,Gd,4,0,,Attchd,2,436,TA,290,0,,,,2010,128000
